ISOTime,Overflow
15/01/2012 00:00:00,  0.00
16/01/2012 00:00:00,  0.00
17/01/2012 00:00:00,  0.00
18/01/2012 00:00:00,  0.00
19/01/2012 00:00:00,  0.00
20/01/2012 00:00:00,  0.00
21/01/2012 00:00:00,  0.00
22/01/2012 00:00:00,  0.00
23/01/2012 00:00:00,  0.00
24/01/2012 00:00:00,  0.00
25/01/2012 00:00:00,  0.00
26/01/2012 00:00:00,  0.00
27/01/2012 00:00:00,  0.00
28/01/2012 00:00:00,  0.00
29/01/2012 00:00:00,  0.00
30/01/2012 00:00:00,  0.00
31/01/2012 00:00:00,  0.00
01/02/2012 00:00:00,  0.00
02/02/2012 00:00:00,  0.39
03/02/2012 00:00:00,  1.37
04/02/2012 00:00:00,  1.67
05/02/2012 00:00:00,  1.93
06/02/2012 00:00:00,  1.93
07/02/2012 00:00:00,  1.90
08/02/2012 00:00:00,  1.85
09/02/2012 00:00:00,  1.78
10/02/2012 00:00:00,  1.68
11/02/2012 00:00:00,  1.57
12/02/2012 00:00:00,  1.46
13/02/2012 00:00:00,  1.36
14/02/2012 00:00:00,  1.26
15/02/2012 00:00:00,  1.17
16/02/2012 00:00:00,  1.08
17/02/2012 00:00:00,  0.99
18/02/2012 00:00:00,  0.91
19/02/2012 00:00:00,  0.83
20/02/2012 00:00:00,  0.76
21/02/2012 00:00:00,  0.70
22/02/2012 00:00:00,  0.64
23/02/2012 00:00:00,  0.74
24/02/2012 00:00:00,  1.08
25/02/2012 00:00:00,  1.27
26/02/2012 00:00:00,  1.40
27/02/2012 00:00:00,  2.01
28/02/2012 00:00:00,  2.81
29/02/2012 00:00:00,  3.08
01/03/2012 00:00:00,  2.95
02/03/2012 00:00:00,  2.74
03/03/2012 00:00:00,  3.28
04/03/2012 00:00:00,  3.92
05/03/2012 00:00:00,  3.76
06/03/2012 00:00:00,  3.50
07/03/2012 00:00:00,  3.61
08/03/2012 00:00:00,  3.67
09/03/2012 00:00:00,  3.82
10/03/2012 00:00:00,  3.95
11/03/2012 00:00:00,  3.73
12/03/2012 00:00:00,  3.51
13/03/2012 00:00:00,  3.51
14/03/2012 00:00:00,  5.16
15/03/2012 00:00:00, 56.81
16/03/2012 00:00:00, 52.13
17/03/2012 00:00:00, 21.19
18/03/2012 00:00:00, 22.00
19/03/2012 00:00:00, 16.35
20/03/2012 00:00:00,  9.87
21/03/2012 00:00:00,  5.60
22/03/2012 00:00:00,  5.53
23/03/2012 00:00:00,  5.06
24/03/2012 00:00:00,  4.79
25/03/2012 00:00:00,  4.52
26/03/2012 00:00:00,  4.21
27/03/2012 00:00:00,  3.90
28/03/2012 00:00:00,  3.58
29/03/2012 00:00:00,  3.44
30/03/2012 00:00:00,  3.12
31/03/2012 00:00:00,  2.83
01/04/2012 00:00:00,  2.56
02/04/2012 00:00:00,  2.32
03/04/2012 00:00:00,  2.09
04/04/2012 00:00:00,  1.89
05/04/2012 00:00:00,  1.71
06/04/2012 00:00:00,  1.55
07/04/2012 00:00:00,  1.41
08/04/2012 00:00:00,  1.27
09/04/2012 00:00:00,  1.15
10/04/2012 00:00:00,  1.04
11/04/2012 00:00:00,  0.94
12/04/2012 00:00:00,  0.86
13/04/2012 00:00:00,  0.78
14/04/2012 00:00:00,  0.71
15/04/2012 00:00:00,  0.65
16/04/2012 00:00:00,  0.59
17/04/2012 00:00:00,  0.54
18/04/2012 00:00:00,  0.50
19/04/2012 00:00:00,  0.46
20/04/2012 00:00:00,  0.49
21/04/2012 00:00:00,  0.45
22/04/2012 00:00:00,  0.43
23/04/2012 00:00:00,  0.45
24/04/2012 00:00:00,  0.41
25/04/2012 00:00:00,  0.37
26/04/2012 00:00:00,  0.33
27/04/2012 00:00:00,  0.31
28/04/2012 00:00:00,  0.28
29/04/2012 00:00:00,  0.25
30/04/2012 00:00:00,  0.23
01/05/2012 00:00:00,  0.22
02/05/2012 00:00:00,  0.20
03/05/2012 00:00:00,  0.42
04/05/2012 00:00:00,  0.38
05/05/2012 00:00:00,  0.34
06/05/2012 00:00:00,  0.31
07/05/2012 00:00:00,  0.29
08/05/2012 00:00:00,  0.27
09/05/2012 00:00:00,  0.25
10/05/2012 00:00:00,  0.23
11/05/2012 00:00:00,  0.21
12/05/2012 00:00:00,  0.19
13/05/2012 00:00:00,  0.18
14/05/2012 00:00:00,  0.16
15/05/2012 00:00:00,  0.14
16/05/2012 00:00:00,  0.13
17/05/2012 00:00:00,  0.12
18/05/2012 00:00:00,  0.11
19/05/2012 00:00:00,  0.10
20/05/2012 00:00:00,  0.09
21/05/2012 00:00:00,  0.08
22/05/2012 00:00:00,  0.07
23/05/2012 00:00:00,  0.06
24/05/2012 00:00:00,  0.06
25/05/2012 00:00:00,  0.05
26/05/2012 00:00:00,  0.04
27/05/2012 00:00:00,  0.03
28/05/2012 00:00:00,  0.03
29/05/2012 00:00:00,  0.02
30/05/2012 00:00:00,  0.02
31/05/2012 00:00:00,  0.02
01/06/2012 00:00:00,  0.02
02/06/2012 00:00:00,  0.01
03/06/2012 00:00:00,  0.01
04/06/2012 00:00:00,  0.01
05/06/2012 00:00:00,  0.00
06/06/2012 00:00:00,  0.00
07/06/2012 00:00:00,  0.00
08/06/2012 00:00:00,  0.00
09/06/2012 00:00:00,  0.00
10/06/2012 00:00:00,  0.00
11/06/2012 00:00:00,  0.00
12/06/2012 00:00:00,  0.00
13/06/2012 00:00:00,  0.00
14/06/2012 00:00:00,  0.00
15/06/2012 00:00:00,  0.00
16/06/2012 00:00:00,  0.00
17/06/2012 00:00:00,  0.00
18/06/2012 00:00:00,  0.00
19/06/2012 00:00:00,  0.00
20/06/2012 00:00:00,  0.00
21/06/2012 00:00:00,  0.00
22/06/2012 00:00:00,  0.00
23/06/2012 00:00:00,  0.00
24/06/2012 00:00:00,  0.00
25/06/2012 00:00:00,  0.00
26/06/2012 00:00:00,  0.00
27/06/2012 00:00:00,  0.00
28/06/2012 00:00:00,  0.00
29/06/2012 00:00:00,  0.00
30/06/2012 00:00:00,  0.00
01/07/2012 00:00:00,  0.00
02/07/2012 00:00:00,  0.00
03/07/2012 00:00:00,  0.00
04/07/2012 00:00:00,  0.00
05/07/2012 00:00:00,  0.00
06/07/2012 00:00:00,  0.00
07/07/2012 00:00:00,  0.00
08/07/2012 00:00:00,  0.00
09/07/2012 00:00:00,  0.00
10/07/2012 00:00:00,  0.00
11/07/2012 00:00:00,  0.00
12/07/2012 00:00:00,  0.00
13/07/2012 00:00:00,  0.00
14/07/2012 00:00:00,  0.00
15/07/2012 00:00:00,  0.00
16/07/2012 00:00:00,  0.00
17/07/2012 00:00:00,  0.00
18/07/2012 00:00:00,  0.00
19/07/2012 00:00:00,  0.00
20/07/2012 00:00:00,  0.00
21/07/2012 00:00:00,  0.00
22/07/2012 00:00:00,  0.00
23/07/2012 00:00:00,  0.00
24/07/2012 00:00:00,  0.00
25/07/2012 00:00:00,  0.00
26/07/2012 00:00:00,  0.00
27/07/2012 00:00:00,  0.00
28/07/2012 00:00:00,  0.00
29/07/2012 00:00:00,  0.00
30/07/2012 00:00:00,  0.00
31/07/2012 00:00:00,  0.00
01/08/2012 00:00:00,  0.00
02/08/2012 00:00:00,  0.00
03/08/2012 00:00:00,  0.00
04/08/2012 00:00:00,  0.00
05/08/2012 00:00:00,  0.00
06/08/2012 00:00:00,  0.00
07/08/2012 00:00:00,  0.00
08/08/2012 00:00:00,  0.00
09/08/2012 00:00:00,  0.00
10/08/2012 00:00:00,  0.00
11/08/2012 00:00:00,  0.00
12/08/2012 00:00:00,  0.00
13/08/2012 00:00:00,  0.00
14/08/2012 00:00:00,  0.00
15/08/2012 00:00:00,  0.00
16/08/2012 00:00:00,  0.00
17/08/2012 00:00:00,  0.00
18/08/2012 00:00:00,  0.00
19/08/2012 00:00:00,  0.00
20/08/2012 00:00:00,  0.00
21/08/2012 00:00:00,  0.00
22/08/2012 00:00:00,  0.00
23/08/2012 00:00:00,  0.00
24/08/2012 00:00:00,  0.00
25/08/2012 00:00:00,  0.00
26/08/2012 00:00:00,  0.00
27/08/2012 00:00:00,  0.00
28/08/2012 00:00:00,  0.00
29/08/2012 00:00:00,  0.00
30/08/2012 00:00:00,  0.00
31/08/2012 00:00:00,  0.00
01/09/2012 00:00:00,  0.00
02/09/2012 00:00:00,  0.00
03/09/2012 00:00:00,  0.00
04/09/2012 00:00:00,  0.00
05/09/2012 00:00:00,  0.00
06/09/2012 00:00:00,  0.00
07/09/2012 00:00:00,  0.00
08/09/2012 00:00:00,  0.00
09/09/2012 00:00:00,  0.00
10/09/2012 00:00:00,  0.00
11/09/2012 00:00:00,  0.00
12/09/2012 00:00:00,  0.00
13/09/2012 00:00:00,  0.00
14/09/2012 00:00:00,  0.00
15/09/2012 00:00:00,  0.00
16/09/2012 00:00:00,  0.00
17/09/2012 00:00:00,  0.00
18/09/2012 00:00:00,  0.00
19/09/2012 00:00:00,  0.00
20/09/2012 00:00:00,  0.00
21/09/2012 00:00:00,  0.00
22/09/2012 00:00:00,  0.00
23/09/2012 00:00:00,  0.00
24/09/2012 00:00:00,  0.00
25/09/2012 00:00:00,  0.00
26/09/2012 00:00:00,  0.00
27/09/2012 00:00:00,  0.00
28/09/2012 00:00:00,  0.00
29/09/2012 00:00:00,  0.00
30/09/2012 00:00:00,  0.00
01/10/2012 00:00:00,  0.00
02/10/2012 00:00:00,  0.00
03/10/2012 00:00:00,  0.00
04/10/2012 00:00:00,  0.00
05/10/2012 00:00:00,  0.00
06/10/2012 00:00:00,  0.00
07/10/2012 00:00:00,  0.00
08/10/2012 00:00:00,  0.00
09/10/2012 00:00:00,  0.00
10/10/2012 00:00:00,  0.00
11/10/2012 00:00:00,  0.00
12/10/2012 00:00:00,  0.00
13/10/2012 00:00:00,  0.00
14/10/2012 00:00:00,  0.00
15/10/2012 00:00:00,  0.00
16/10/2012 00:00:00,  0.00
17/10/2012 00:00:00,  0.00
18/10/2012 00:00:00,  0.00
19/10/2012 00:00:00,  0.00
20/10/2012 00:00:00,  0.00
21/10/2012 00:00:00,  0.00
22/10/2012 00:00:00,  0.00
23/10/2012 00:00:00,  0.00
24/10/2012 00:00:00,  0.00
25/10/2012 00:00:00,  0.00
26/10/2012 00:00:00,  0.00
27/10/2012 00:00:00,  0.00
28/10/2012 00:00:00,  0.00
29/10/2012 00:00:00,  0.00
30/10/2012 00:00:00,  0.00
31/10/2012 00:00:00,  0.00
01/11/2012 00:00:00,  0.00
02/11/2012 00:00:00,  0.00
03/11/2012 00:00:00,  0.00
04/11/2012 00:00:00,  0.00
05/11/2012 00:00:00,  0.00
06/11/2012 00:00:00,  0.00
07/11/2012 00:00:00,  0.00
08/11/2012 00:00:00,  0.00
09/11/2012 00:00:00,  0.00
10/11/2012 00:00:00,  0.00
11/11/2012 00:00:00,  0.00
12/11/2012 00:00:00,  0.00
13/11/2012 00:00:00,  0.00
14/11/2012 00:00:00,  0.00
15/11/2012 00:00:00,  0.00
16/11/2012 00:00:00,  0.00
17/11/2012 00:00:00,  0.00
18/11/2012 00:00:00,  0.00
19/11/2012 00:00:00,  0.00
20/11/2012 00:00:00,  0.00
21/11/2012 00:00:00,  0.00
22/11/2012 00:00:00,  0.00
23/11/2012 00:00:00,  0.00
24/11/2012 00:00:00,  0.00
25/11/2012 00:00:00,  0.00
26/11/2012 00:00:00,  0.00
27/11/2012 00:00:00,  0.00
28/11/2012 00:00:00,  0.00
29/11/2012 00:00:00,  0.00
30/11/2012 00:00:00,  0.00
01/12/2012 00:00:00,  0.00
02/12/2012 00:00:00,  0.00
03/12/2012 00:00:00,  0.00
04/12/2012 00:00:00,  0.00
05/12/2012 00:00:00,  0.00
06/12/2012 00:00:00,  0.00
07/12/2012 00:00:00,  0.00
08/12/2012 00:00:00,  0.00
09/12/2012 00:00:00,  0.00
10/12/2012 00:00:00,  0.00
11/12/2012 00:00:00,  0.00
12/12/2012 00:00:00,  0.00
13/12/2012 00:00:00,  0.00
14/12/2012 00:00:00,  0.00
15/12/2012 00:00:00,  0.00
16/12/2012 00:00:00,  0.00
17/12/2012 00:00:00,  0.00
18/12/2012 00:00:00,  0.00
19/12/2012 00:00:00,  0.00
20/12/2012 00:00:00,  0.00
21/12/2012 00:00:00,  0.00
22/12/2012 00:00:00,  0.00
23/12/2012 00:00:00,  0.00
24/12/2012 00:00:00,  0.00
25/12/2012 00:00:00,  0.00
26/12/2012 00:00:00,  0.00
27/12/2012 00:00:00,  0.00
28/12/2012 00:00:00,  0.00
29/12/2012 00:00:00,  0.00
30/12/2012 00:00:00,  0.00
31/12/2012 00:00:00,  0.00
01/01/2013 00:00:00,  0.00
02/01/2013 00:00:00,  0.00
03/01/2013 00:00:00,  0.00
04/01/2013 00:00:00,  0.00
05/01/2013 00:00:00,  0.00
06/01/2013 00:00:00,  0.00
07/01/2013 00:00:00,  0.00
08/01/2013 00:00:00,  0.00
09/01/2013 00:00:00,  0.00
10/01/2013 00:00:00,  0.00
11/01/2013 00:00:00,  0.00
12/01/2013 00:00:00,  0.00
13/01/2013 00:00:00,  0.00
14/01/2013 00:00:00,  0.00
15/01/2013 00:00:00,  0.00
16/01/2013 00:00:00,  0.00
17/01/2013 00:00:00,  0.00
18/01/2013 00:00:00,  0.00
19/01/2013 00:00:00,  0.00
20/01/2013 00:00:00,  0.00
21/01/2013 00:00:00,  0.00
22/01/2013 00:00:00,  0.00
23/01/2013 00:00:00,  0.00
24/01/2013 00:00:00,  0.00
25/01/2013 00:00:00,  0.00
26/01/2013 00:00:00,  0.00
27/01/2013 00:00:00,  0.00
28/01/2013 00:00:00,  0.00
29/01/2013 00:00:00,  0.00
30/01/2013 00:00:00,  0.00
31/01/2013 00:00:00,  0.00
01/02/2013 00:00:00,  0.00
02/02/2013 00:00:00,  0.00
03/02/2013 00:00:00,  0.00
04/02/2013 00:00:00,  0.00
05/02/2013 00:00:00,  0.00
06/02/2013 00:00:00,  0.00
07/02/2013 00:00:00,  0.00
08/02/2013 00:00:00,  0.00
09/02/2013 00:00:00,  0.00
10/02/2013 00:00:00,  0.00
11/02/2013 00:00:00,  0.00
12/02/2013 00:00:00,  0.00
13/02/2013 00:00:00,  0.00
14/02/2013 00:00:00,  0.00
15/02/2013 00:00:00,  0.00
16/02/2013 00:00:00,  0.00
17/02/2013 00:00:00,  0.00
18/02/2013 00:00:00,  0.00
19/02/2013 00:00:00,  0.00
20/02/2013 00:00:00,  0.00
21/02/2013 00:00:00,  0.00
22/02/2013 00:00:00,  0.00
23/02/2013 00:00:00,  0.00
24/02/2013 00:00:00,  0.00
25/02/2013 00:00:00,  0.00
26/02/2013 00:00:00,  0.00
27/02/2013 00:00:00,  0.00
28/02/2013 00:00:00,  0.00
01/03/2013 00:00:00,  0.00
02/03/2013 00:00:00,  0.00
03/03/2013 00:00:00,  0.00
04/03/2013 00:00:00,  0.00
05/03/2013 00:00:00,  0.00
06/03/2013 00:00:00,  0.00
07/03/2013 00:00:00,  0.00
08/03/2013 00:00:00,  0.00
09/03/2013 00:00:00,  0.00
10/03/2013 00:00:00,  0.01
11/03/2013 00:00:00,  0.11
12/03/2013 00:00:00,  0.34
13/03/2013 00:00:00,  0.48
14/03/2013 00:00:00,  0.53
15/03/2013 00:00:00,  0.64
16/03/2013 00:00:00,  0.71
17/03/2013 00:00:00,  0.91
18/03/2013 00:00:00,  0.90
19/03/2013 00:00:00,  0.89
20/03/2013 00:00:00,  0.91
21/03/2013 00:00:00,  0.85
22/03/2013 00:00:00,  0.80
23/03/2013 00:00:00,  0.82
24/03/2013 00:00:00,  0.75
25/03/2013 00:00:00,  0.70
26/03/2013 00:00:00,  0.70
27/03/2013 00:00:00,  0.83
28/03/2013 00:00:00,  1.09
29/03/2013 00:00:00,  1.62
30/03/2013 00:00:00,  2.55
31/03/2013 00:00:00,  3.42
01/04/2013 00:00:00,  4.54
02/04/2013 00:00:00,  5.00
03/04/2013 00:00:00,  5.49
04/04/2013 00:00:00,  4.69
05/04/2013 00:00:00,  4.26
06/04/2013 00:00:00,  3.81
07/04/2013 00:00:00,  3.42
08/04/2013 00:00:00,  3.07
09/04/2013 00:00:00,  2.75
10/04/2013 00:00:00,  2.46
11/04/2013 00:00:00,  2.20
12/04/2013 00:00:00,  1.97
13/04/2013 00:00:00,  1.77
14/04/2013 00:00:00,  1.59
15/04/2013 00:00:00,  1.42
16/04/2013 00:00:00,  1.28
17/04/2013 00:00:00,  1.15
18/04/2013 00:00:00,  1.04
19/04/2013 00:00:00,  0.94
20/04/2013 00:00:00,  0.85
21/04/2013 00:00:00,  0.77
22/04/2013 00:00:00,  0.70
23/04/2013 00:00:00,  0.63
24/04/2013 00:00:00,  0.57
25/04/2013 00:00:00,  0.52
26/04/2013 00:00:00,  0.47
27/04/2013 00:00:00,  0.42
28/04/2013 00:00:00,  0.39
29/04/2013 00:00:00,  0.35
30/04/2013 00:00:00,  0.32
01/05/2013 00:00:00,  0.29
02/05/2013 00:00:00,  0.26
03/05/2013 00:00:00,  0.24
04/05/2013 00:00:00,  0.21
05/05/2013 00:00:00,  0.20
06/05/2013 00:00:00,  0.18
07/05/2013 00:00:00,  0.16
08/05/2013 00:00:00,  0.15
09/05/2013 00:00:00,  0.18
10/05/2013 00:00:00,  0.16
11/05/2013 00:00:00,  0.15
12/05/2013 00:00:00,  0.13
13/05/2013 00:00:00,  0.12
14/05/2013 00:00:00,  0.11
15/05/2013 00:00:00,  0.10
16/05/2013 00:00:00,  0.09
17/05/2013 00:00:00,  0.08
18/05/2013 00:00:00,  0.11
19/05/2013 00:00:00,  0.10
20/05/2013 00:00:00,  0.09
21/05/2013 00:00:00,  0.08
22/05/2013 00:00:00,  0.07
23/05/2013 00:00:00,  0.09
24/05/2013 00:00:00,  0.25
25/05/2013 00:00:00,  0.22
26/05/2013 00:00:00,  0.20
27/05/2013 00:00:00,  0.18
28/05/2013 00:00:00,  0.16
29/05/2013 00:00:00,  0.14
30/05/2013 00:00:00,  0.13
31/05/2013 00:00:00,  0.12
01/06/2013 00:00:00,  0.10
02/06/2013 00:00:00,  0.09
03/06/2013 00:00:00,  0.08
04/06/2013 00:00:00,  0.07
05/06/2013 00:00:00,  0.06
06/06/2013 00:00:00,  0.05
07/06/2013 00:00:00,  0.04
08/06/2013 00:00:00,  0.03
09/06/2013 00:00:00,  0.03
10/06/2013 00:00:00,  0.02
11/06/2013 00:00:00,  0.02
12/06/2013 00:00:00,  0.02
13/06/2013 00:00:00,  0.01
14/06/2013 00:00:00,  0.01
15/06/2013 00:00:00,  0.00
16/06/2013 00:00:00,  0.00
17/06/2013 00:00:00,  0.00
18/06/2013 00:00:00,  0.00
19/06/2013 00:00:00,  0.00
20/06/2013 00:00:00,  0.00
21/06/2013 00:00:00,  0.00
22/06/2013 00:00:00,  0.00
23/06/2013 00:00:00,  0.00
24/06/2013 00:00:00,  0.00
25/06/2013 00:00:00,  0.00
26/06/2013 00:00:00,  0.00
27/06/2013 00:00:00,  0.00
28/06/2013 00:00:00,  0.00
29/06/2013 00:00:00,  0.00
30/06/2013 00:00:00,  0.00
01/07/2013 00:00:00,  0.00
02/07/2013 00:00:00,  0.00
03/07/2013 00:00:00,  0.00
04/07/2013 00:00:00,  0.00
05/07/2013 00:00:00,  0.00
06/07/2013 00:00:00,  0.00
07/07/2013 00:00:00,  0.00
08/07/2013 00:00:00,  0.00
09/07/2013 00:00:00,  0.00
10/07/2013 00:00:00,  0.00
11/07/2013 00:00:00,  0.00
12/07/2013 00:00:00,  0.00
13/07/2013 00:00:00,  0.00
14/07/2013 00:00:00,  0.00
15/07/2013 00:00:00,  0.00
16/07/2013 00:00:00,  0.00
17/07/2013 00:00:00,  0.00
18/07/2013 00:00:00,  0.00
19/07/2013 00:00:00,  0.00
20/07/2013 00:00:00,  0.00
21/07/2013 00:00:00,  0.00
22/07/2013 00:00:00,  0.00
23/07/2013 00:00:00,  0.00
24/07/2013 00:00:00,  0.00
25/07/2013 00:00:00,  0.00
26/07/2013 00:00:00,  0.00
27/07/2013 00:00:00,  0.00
28/07/2013 00:00:00,  0.00
29/07/2013 00:00:00,  0.00
30/07/2013 00:00:00,  0.00
31/07/2013 00:00:00,  0.00
01/08/2013 00:00:00,  0.00
02/08/2013 00:00:00,  0.00
03/08/2013 00:00:00,  0.00
04/08/2013 00:00:00,  0.00
05/08/2013 00:00:00,  0.00
06/08/2013 00:00:00,  0.00
07/08/2013 00:00:00,  0.00
08/08/2013 00:00:00,  0.00
09/08/2013 00:00:00,  0.00
10/08/2013 00:00:00,  0.00
11/08/2013 00:00:00,  0.00
12/08/2013 00:00:00,  0.00
13/08/2013 00:00:00,  0.00
14/08/2013 00:00:00,  0.00
15/08/2013 00:00:00,  0.00
16/08/2013 00:00:00,  0.00
17/08/2013 00:00:00,  0.00
18/08/2013 00:00:00,  0.00
19/08/2013 00:00:00,  0.00
20/08/2013 00:00:00,  0.00
21/08/2013 00:00:00,  0.00
22/08/2013 00:00:00,  0.00
23/08/2013 00:00:00,  0.00
24/08/2013 00:00:00,  0.00
25/08/2013 00:00:00,  0.00
26/08/2013 00:00:00,  0.00
27/08/2013 00:00:00,  0.00
28/08/2013 00:00:00,  0.00
29/08/2013 00:00:00,  0.00
30/08/2013 00:00:00,  0.00
31/08/2013 00:00:00,  0.00
01/09/2013 00:00:00,  0.00
02/09/2013 00:00:00,  0.00
03/09/2013 00:00:00,  0.00
04/09/2013 00:00:00,  0.00
05/09/2013 00:00:00,  0.00
06/09/2013 00:00:00,  0.00
07/09/2013 00:00:00,  0.00
08/09/2013 00:00:00,  0.00
09/09/2013 00:00:00,  0.00
10/09/2013 00:00:00,  0.00
11/09/2013 00:00:00,  0.00
12/09/2013 00:00:00,  0.00
13/09/2013 00:00:00,  0.00
14/09/2013 00:00:00,  0.00
15/09/2013 00:00:00,  0.00
16/09/2013 00:00:00,  0.00
17/09/2013 00:00:00,  0.00
18/09/2013 00:00:00,  0.00
19/09/2013 00:00:00,  0.00
20/09/2013 00:00:00,  0.00
21/09/2013 00:00:00,  0.00
22/09/2013 00:00:00,  0.00
23/09/2013 00:00:00,  0.00
24/09/2013 00:00:00,  0.00
25/09/2013 00:00:00,  0.00
26/09/2013 00:00:00,  0.00
27/09/2013 00:00:00,  0.00
28/09/2013 00:00:00,  0.00
29/09/2013 00:00:00,  0.00
30/09/2013 00:00:00,  0.00
01/10/2013 00:00:00,  0.00
02/10/2013 00:00:00,  0.00
03/10/2013 00:00:00,  0.00
04/10/2013 00:00:00,  0.00
05/10/2013 00:00:00,  0.00
06/10/2013 00:00:00,  0.00
07/10/2013 00:00:00,  0.00
08/10/2013 00:00:00,  0.00
09/10/2013 00:00:00,  0.00
10/10/2013 00:00:00,  0.00
11/10/2013 00:00:00,  0.00
12/10/2013 00:00:00,  0.00
13/10/2013 00:00:00,  0.00
14/10/2013 00:00:00,  0.00
15/10/2013 00:00:00,  0.00
16/10/2013 00:00:00,  0.00
17/10/2013 00:00:00,  0.00
18/10/2013 00:00:00,  0.00
19/10/2013 00:00:00,  0.00
20/10/2013 00:00:00,  0.00
21/10/2013 00:00:00,  0.00
22/10/2013 00:00:00,  0.00
23/10/2013 00:00:00,  0.00
24/10/2013 00:00:00,  0.00
25/10/2013 00:00:00,  0.00
26/10/2013 00:00:00,  0.00
27/10/2013 00:00:00,  0.00
28/10/2013 00:00:00,  0.00
29/10/2013 00:00:00,  0.00
30/10/2013 00:00:00,  0.00
31/10/2013 00:00:00,  0.00
01/11/2013 00:00:00,  0.00
02/11/2013 00:00:00,  0.00
03/11/2013 00:00:00,  0.00
04/11/2013 00:00:00,  0.00
05/11/2013 00:00:00,  0.00
06/11/2013 00:00:00,  0.00
07/11/2013 00:00:00,  0.00
08/11/2013 00:00:00,  0.00
09/11/2013 00:00:00,  0.00
10/11/2013 00:00:00,  0.00
11/11/2013 00:00:00,  0.00
12/11/2013 00:00:00,  0.00
13/11/2013 00:00:00,  0.00
14/11/2013 00:00:00,  0.00
15/11/2013 00:00:00,  0.00
16/11/2013 00:00:00,  0.00
17/11/2013 00:00:00,  0.00
18/11/2013 00:00:00,  0.00
19/11/2013 00:00:00,  0.00
20/11/2013 00:00:00,  0.00
21/11/2013 00:00:00,  0.00
22/11/2013 00:00:00,  0.00
23/11/2013 00:00:00,  0.00
24/11/2013 00:00:00,  0.00
25/11/2013 00:00:00,  0.00
26/11/2013 00:00:00,  0.00
27/11/2013 00:00:00,  0.00
28/11/2013 00:00:00,  0.00
29/11/2013 00:00:00,  0.00
30/11/2013 00:00:00,  0.00
01/12/2013 00:00:00,  0.00
02/12/2013 00:00:00,  0.00
03/12/2013 00:00:00,  0.00
04/12/2013 00:00:00,  0.00
05/12/2013 00:00:00,  0.00
06/12/2013 00:00:00,  0.00
07/12/2013 00:00:00,  0.00
08/12/2013 00:00:00,  0.00
09/12/2013 00:00:00,  0.00
10/12/2013 00:00:00,  0.00
11/12/2013 00:00:00,  0.00
12/12/2013 00:00:00,  0.00
13/12/2013 00:00:00,  0.00
14/12/2013 00:00:00,  0.00
15/12/2013 00:00:00,  0.00
16/12/2013 00:00:00,  0.00
17/12/2013 00:00:00,  0.00
18/12/2013 00:00:00,  0.00
19/12/2013 00:00:00,  0.00
20/12/2013 00:00:00,  0.00
21/12/2013 00:00:00,  0.00
22/12/2013 00:00:00,  0.00
23/12/2013 00:00:00,  0.00
24/12/2013 00:00:00,  0.00
25/12/2013 00:00:00,  0.00
26/12/2013 00:00:00,  0.00
27/12/2013 00:00:00,  0.00
28/12/2013 00:00:00,  0.00
29/12/2013 00:00:00,  0.00
30/12/2013 00:00:00,  0.00
